,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128
45,494,423,26,1417,1220,377,0,-454,73,-22,38,-3,1001,5701,65,101,77,-43,-31,0,748,36,38,0,-170,-12,-902,-632,-12,-3,85,46,87,13,13,3,-18,19,15,79,-53,-248,2,16,2,10,1,-2,1,30,8,6,-37,-30,0,339,0,0,-1,6,1,0,-1,-6,-63,0,74,0,1,0,-188,128,129,1,-6,-540,341,55,0,0,0,0,0,0,0,-1,-1,1,0,0,0,-2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,8872,21102,-28,8599,139,3749,0,5431,42,2047,7,813,3310,119197,23,58,6060,79,-3,3,117,4,56,0,-216,-32,-200,14,6,17,20,258,-60,5,28,0,-85,-17,0,55,188,301,0,3,1,1,1,0,0,2,9,-1,785,-1,12,2295,0,0,0,5,-2,0,-4,8,213,0,10,0,-40,0,1379,1402,-11,1,2,1201,844,26,0,0,87,0,0,0,-1,-3,7,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,7674,18822,-29,7343,204,3327,0,5108,128,1802,23,487,2496,102933,128,84,5674,85,-4,0,5,10,36,0,303,-10,437,604,-4,8,34,254,-37,6,63,5,-11,0,-1,18,-56,191,4,29,4,8,1,0,1,1,40,1,660,-16,11,2014,0,0,-1,5,0,0,-1,6,181,0,4,0,-7,0,1466,1186,119,7,3,1700,782,37,0,0,76,0,0,-1,1,-5,-2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,8705,20328,-61,8332,814,3596,0,4270,-40,1912,7,675,3444,112875,-8,14,5279,13,-6,0,453,14,17,0,-705,-107,-620,-660,-17,20,13,249,-1,8,-35,0,10,20,-8,3,-62,138,0,1,0,6,1,-3,0,18,2,3,827,-30,13,2332,0,0,-1,7,-2,0,-2,4,103,0,43,0,-41,0,540,1244,30,-3,2,898,793,44,0,0,83,0,0,0,0,-2,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,212,428,63,545,170,291,0,3,55,-41,34,62,-42,3389,182,5,349,48,-4,0,-3,2,38,0,-174,39,-196,-43,3,0,8,75,53,3,135,9,-27,-2,-3,46,-88,48,8,52,9,10,2,1,1,3,-1,0,-39,-15,0,98,-1,0,0,0,1,0,-3,2,103,0,10,0,-6,0,-371,99,254,1,-2,3,417,-6,0,0,0,0,0,0,0,-2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,8534,20562,-38,8267,12,3422,0,5674,-35,2121,6,787,2889,117222,12,90,5613,27,3,0,-43,12,45,0,-201,-11,-216,16,-11,17,0,251,-60,-10,5,0,-30,-18,-1,-2,-37,237,0,4,0,2,1,0,0,0,40,3,743,-16,12,2242,0,0,0,5,-2,0,-5,7,176,0,0,0,-34,0,1301,1290,-11,2,3,1185,691,36,0,0,91,0,0,0,0,-3,-8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,8588,20531,-28,8096,14,3501,0,5259,0,2017,-2,817,2854,114048,14,44,5604,55,1,2,2,-2,31,0,-276,9,-241,-40,2,12,-1,250,-59,-1,17,0,-78,-21,0,57,-127,261,0,2,0,-1,1,0,0,0,0,-1,663,-16,12,2270,0,0,0,5,-2,0,-3,8,232,0,0,0,-28,0,1179,1272,-20,0,0,1158,760,-15,0,0,83,0,0,-1,-1,-3,26,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,730,657,43,1316,1247,239,0,-1125,62,-29,10,104,990,8048,0,33,186,-47,-14,0,771,25,2,0,-141,-44,-472,-295,-14,0,98,27,31,9,-45,0,-3,28,6,85,-11,-215,0,8,0,8,1,-2,1,30,3,0,-22,-44,0,316,1,0,-1,6,1,0,-2,-5,-85,0,74,0,13,0,175,99,36,-2,-3,-251,272,62,0,0,0,0,0,0,0,0,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,8156,19881,-42,7617,34,3458,0,5340,8,1960,1,598,2739,108249,12,75,5518,35,0,0,8,8,33,0,-196,-58,-145,31,0,8,48,227,-42,0,6,0,-37,-8,-1,57,-39,139,0,2,0,-1,0,0,0,0,23,0,651,-14,12,2123,0,0,-1,3,-2,0,-1,6,176,0,0,0,-21,0,1107,1214,-11,0,2,996,689,4,0,0,81,0,0,-1,0,-2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,633,218,45,1355,1234,181,1,-1483,40,-19,0,200,922,5652,-5,37,-102,-32,-13,0,771,13,21,0,-334,-23,-375,-305,-6,9,93,25,0,17,-37,0,-31,19,7,89,-55,-190,0,10,0,6,1,-2,2,29,9,-1,-17,-38,0,294,0,0,-1,5,1,0,-2,-5,-84,0,75,0,-9,0,-43,65,17,1,-2,-231,267,60,0,0,0,0,0,0,0,0,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,8414,20577,-23,8770,-24,3087,0,6093,-183,2162,18,1196,2840,119699,9,58,5287,2,21,0,-138,24,79,0,-113,81,-309,62,-19,43,-60,268,-54,-38,8,1,-35,-34,10,-106,-94,476,0,11,0,8,2,-1,1,2,46,6,776,-35,10,2191,1,0,0,10,0,0,-21,10,178,0,0,0,-59,0,1427,1291,-7,10,5,1262,648,63,0,0,95,0,0,0,-2,-6,-16,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,6450,15517,-6,6035,13,2675,0,3882,14,1552,-6,584,2212,86232,11,32,4199,57,0,2,20,1,32,0,-179,-32,-123,-31,3,2,49,188,-48,8,12,0,-71,-12,-5,78,-78,148,0,2,0,-2,1,0,0,0,20,-1,466,-9,9,1739,0,0,0,2,-2,0,0,5,175,0,-1,0,-31,0,932,959,-18,-3,1,850,561,-11,0,0,65,0,0,0,-1,-2,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,278,209,37,1226,824,357,0,-299,83,0,55,60,378,6516,256,41,778,48,-17,0,311,30,54,0,504,71,212,423,6,9,83,60,87,9,162,11,-24,7,3,67,-43,36,10,66,10,18,2,1,2,17,17,4,2,-16,-2,154,0,0,0,7,4,0,-2,-2,-40,0,41,0,-13,0,390,65,346,3,-2,532,551,51,0,0,0,0,0,0,1,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
58,204,676,26,366,-10,62,0,-162,23,-21,1,-44,40,-686,-21,6,359,-2,-10,0,-19,-9,11,0,182,-21,-107,163,0,1,-29,8,7,-1,6,0,-3,-8,4,39,12,5,0,2,0,-6,0,0,0,1,1,0,-57,-26,1,28,0,0,0,0,0,0,-4,1,86,0,1,0,10,0,-221,43,-5,-1,0,65,111,-36,0,0,-1,0,0,0,0,1,29,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,118,-542,50,240,299,470,0,144,89,20,66,19,5,3490,356,10,831,96,0,0,-31,30,31,0,600,-39,143,158,12,-8,22,92,101,12,215,16,-11,3,-3,113,-86,19,15,90,14,22,3,3,2,5,14,8,148,33,-1,71,0,0,0,6,3,0,-2,4,17,0,10,0,0,0,404,98,493,8,0,502,553,87,0,0,3,0,0,0,-1,-3,1,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
60,792,645,264,518,-2,243,0,649,95,-65,-4,-49,-19,-2282,-10,34,71,49,-7,0,21,7,16,0,146,70,-139,267,1,12,-38,11,-18,14,-18,0,13,-15,-11,80,-96,48,0,8,0,-8,2,0,0,0,-27,3,-107,-24,-1,39,1,0,-1,0,-1,0,-2,1,81,0,0,0,18,0,-191,90,-25,4,0,202,-51,-14,0,0,0,0,0,0,4,0,127,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,42,314,55,884,522,421,0,205,105,29,68,27,162,4234,335,28,781,49,-15,0,139,27,45,0,424,110,8,220,9,6,60,85,87,6,218,15,-10,1,7,86,-1,33,14,86,14,23,3,2,2,10,19,6,31,-9,-1,114,0,0,0,9,4,0,-3,0,-13,0,23,0,-11,0,235,99,454,5,-1,335,569,61,0,0,1,0,0,0,0,-4,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
62,485,289,34,1426,1305,308,0,-1323,129,-6,18,112,974,6720,1,121,600,-33,-24,0,746,27,48,0,319,-45,236,430,-9,9,84,46,49,21,-17,0,-36,24,14,79,-33,-191,0,3,0,3,1,-1,2,28,12,2,-51,-41,-1,303,0,0,0,3,0,0,-2,-5,-5,0,74,0,-11,0,460,84,20,3,-5,258,311,31,0,0,-2,0,0,0,0,0,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,8473,20800,-28,8298,13,3445,0,5377,-25,2076,0,923,2934,115663,17,36,5571,65,5,3,-13,5,51,0,-207,16,-186,24,0,16,6,265,-70,0,16,0,-81,-23,0,42,-111,341,0,4,0,1,1,0,0,0,20,1,675,-12,11,2269,0,0,0,7,-2,0,-5,7,199,0,-2,0,-50,0,1292,1285,-24,2,3,1213,683,8,0,0,88,0,0,0,-2,-4,-1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,8733,20695,-18,8784,246,3767,0,5445,94,2033,13,796,3521,120481,32,91,6154,114,-3,3,223,8,70,0,-32,-64,-129,123,3,13,34,245,-39,13,25,1,-54,-11,-1,37,447,393,1,2,1,2,0,0,0,5,16,-1,895,10,12,2257,0,0,0,5,-2,0,-3,5,198,0,17,0,-35,0,1511,1470,-13,0,4,1269,851,86,0,0,87,0,0,0,-1,-3,-4,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,8837,21450,-65,8525,74,3526,0,5581,-36,2122,5,827,3047,117358,20,43,5869,58,-2,1,-10,13,43,0,-139,-22,-8,162,-9,21,4,257,-67,-6,12,0,-10,-13,1,-18,-13,351,0,4,0,2,2,-1,0,0,32,4,722,-13,11,2301,0,0,-1,7,-2,0,-7,9,169,0,0,0,-59,0,1427,1318,-7,1,4,1479,707,32,0,0,92,0,0,0,-1,-4,-7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,440,256,41,1434,1289,293,1,-1409,148,-14,16,115,969,6180,2,123,640,-31,-25,1,744,29,43,0,319,-28,194,405,-11,9,90,50,45,25,-15,0,-53,24,12,84,-40,-176,0,2,0,3,1,-1,2,27,8,2,-55,-38,-1,310,0,0,0,4,0,0,-2,-4,1,0,71,0,-13,0,527,91,22,1,-5,272,290,17,0,0,-2,0,0,0,0,-1,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,6740,15684,21,6178,-14,2726,0,4190,1,1567,-3,560,2148,88050,-1,49,4363,22,-5,0,-27,-2,18,0,-297,-49,-333,-139,-6,4,-13,187,-53,0,2,0,-23,-16,-8,60,-115,70,0,0,0,1,0,0,0,0,0,-1,481,-10,9,1769,-1,0,-1,0,-2,0,1,8,178,0,1,0,-3,0,884,972,-20,-1,0,867,615,-25,0,0,68,0,0,2,0,-2,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,-10,-2,32,344,19,-17,0,-185,79,-41,-10,209,72,-963,4,-56,78,73,-9,4,73,-2,30,0,203,29,4,26,9,9,23,0,-24,19,8,0,-35,-1,2,50,35,167,0,4,0,-2,0,0,0,-1,-5,0,-82,4,0,23,0,0,0,0,0,0,-1,0,20,0,0,0,-30,0,50,57,-29,7,1,45,-7,6,0,0,0,0,0,0,-2,-1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,8580,20850,-27,8390,4,3427,0,5472,-32,2104,1,935,2939,117752,17,44,5562,62,5,3,-20,6,48,0,-204,29,-225,-8,-4,17,-13,264,-71,-2,15,0,-71,-24,0,17,-109,353,0,4,0,2,1,0,0,0,20,2,711,-14,11,2301,0,0,0,7,-2,0,-6,7,210,0,-1,0,-49,0,1316,1303,-22,2,2,1248,697,16,0,0,90,0,0,0,-2,-4,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,7053,16974,-18,6969,116,3011,0,4379,72,1694,-1,656,2669,97600,23,70,4888,79,-5,2,132,4,47,0,-44,-49,-92,69,6,0,46,198,-37,15,15,0,-55,-9,-6,66,165,297,0,0,1,-2,0,0,0,1,20,0,615,7,10,1894,0,0,0,3,-2,0,0,4,179,0,7,0,-36,0,1104,1136,-25,-2,2,1018,624,54,0,0,71,0,0,-1,-1,-3,-3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,8576,20936,-32,8476,2,3390,0,5979,-89,2152,10,920,2886,118265,10,81,5647,20,12,0,-80,17,56,0,-157,-9,-236,44,-9,28,1,257,-57,-23,4,0,-25,-21,1,-22,-58,305,0,8,0,4,1,-1,0,1,41,3,755,-24,11,2229,0,0,0,6,-1,0,-11,8,170,0,0,0,-39,0,1326,1292,-11,4,3,1195,683,38,0,0,92,0,0,0,-1,-4,-11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,8537,20908,-41,8503,-2,3363,0,5684,-82,2131,7,989,2935,118186,14,61,5540,36,9,1,-53,15,53,0,-158,32,-219,40,-7,28,-34,259,-63,-12,13,0,-46,-26,1,-32,-70,365,0,6,0,3,1,0,0,0,33,4,734,-18,11,2248,0,0,0,8,-1,0,-10,8,182,0,0,0,-53,0,1357,1307,-16,6,3,1263,670,46,0,0,92,0,0,0,-1,-4,-11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,5030,12560,-1,4950,174,2198,0,3405,115,1218,20,324,1683,67548,97,27,4076,84,-7,0,22,2,47,0,241,-81,400,554,-9,5,19,177,-42,6,40,4,-7,-2,0,29,-27,155,3,24,4,6,1,0,0,0,44,0,426,-12,7,1348,0,0,-1,2,0,0,-3,5,140,0,4,0,-19,0,987,826,85,7,2,1231,531,4,0,0,53,0,0,1,0,-4,-3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,79,20,61,324,340,367,0,-356,82,-2,62,107,-28,5097,355,-20,649,97,-3,0,-30,21,37,0,376,-16,308,139,18,0,46,89,108,14,244,16,-29,9,-2,76,-75,-8,15,99,15,24,3,3,2,6,5,4,100,20,-1,45,0,0,0,5,4,0,-3,0,32,0,13,0,-13,0,220,101,493,7,-1,399,575,88,0,0,2,0,0,0,-1,-3,-2,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
75,127,538,24,724,339,358,0,-171,91,-43,53,60,1,6644,300,5,832,90,-6,0,12,15,42,0,571,56,406,491,13,2,76,87,83,3,206,13,6,6,0,29,-8,42,12,80,13,17,3,2,2,7,12,1,14,-12,0,42,0,0,0,5,4,0,-2,0,24,0,14,0,-14,0,220,98,386,1,-1,478,518,62,0,0,0,0,0,0,0,-2,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
76,401,6,46,1540,1207,467,0,-848,16,5,56,69,871,5593,178,105,-760,-18,-31,0,692,37,69,0,-1134,8,-1485,-1258,2,-1,50,63,88,19,124,9,-52,14,10,89,-97,-157,8,51,8,20,2,-1,2,29,14,7,-14,-18,-2,355,0,0,0,7,1,0,-2,-6,-28,0,76,0,-30,0,-1148,98,302,2,-6,-1184,521,50,0,0,-1,0,0,0,0,-2,-2,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
77,3040,7715,-4,3107,123,1399,0,2331,83,690,28,151,995,41046,128,38,2417,64,-5,0,15,4,45,0,-47,-72,-39,147,0,-1,-39,111,-2,9,76,6,-22,-2,1,19,-20,147,5,36,6,9,1,0,0,2,23,1,226,-13,3,844,0,0,-1,3,0,0,-4,3,120,0,4,0,-18,0,85,511,160,4,1,426,445,-3,0,0,31,0,0,1,0,-3,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,8391,20439,-20,8489,-13,3216,0,5537,-45,2112,6,1039,2877,119071,17,58,5332,63,8,2,-50,11,62,0,-133,86,-235,55,-18,21,-40,264,-73,-4,6,0,-61,-27,2,-35,-118,452,0,6,0,5,2,0,0,0,28,6,748,-18,10,2269,0,0,0,9,-2,0,-10,5,198,0,-3,0,-51,0,1337,1302,-21,3,5,1325,628,48,0,0,92,0,0,0,-2,-5,-10,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,589,-7,33,1524,1259,292,0,-1097,59,-3,26,105,861,6162,63,86,62,-27,-21,0,714,26,46,0,-159,34,-361,-142,-6,10,96,41,45,18,24,3,-40,17,9,87,-56,-143,3,20,2,9,1,-1,2,29,20,3,-42,-35,-1,283,0,0,0,5,1,0,-2,-4,-54,0,73,0,-12,0,-54,70,111,3,-3,-156,388,31,0,0,-1,0,0,0,0,-1,-3,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,8,500,30,734,360,338,0,-89,130,-11,49,19,3,6725,292,0,1211,97,-5,0,18,17,41,0,985,54,675,818,9,4,82,85,78,4,190,13,17,7,-1,38,-2,72,11,74,12,18,2,2,2,6,14,2,18,-10,-1,32,0,0,0,4,4,0,-2,0,14,0,14,0,-6,0,585,98,360,1,0,837,490,69,0,0,1,0,0,0,0,-3,-3,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
81,282,-284,66,1499,1099,453,0,-349,12,21,74,42,753,3182,278,83,-1125,-26,-29,0,582,39,75,0,-1354,82,-1879,-1671,13,2,26,76,102,18,190,13,-60,1,5,101,-136,-80,12,75,12,26,2,0,2,27,21,9,48,-13,-1,318,0,0,0,9,2,0,0,-6,-53,0,70,0,-28,0,-1443,97,452,2,-7,-1290,636,57,0,0,0,0,0,0,0,-2,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
82,440,62,47,1567,1197,422,0,-679,10,1,60,70,846,5543,194,94,-921,-12,-29,0,685,39,67,0,-1205,21,-1570,-1351,2,-1,42,65,99,20,136,9,-60,11,6,92,-103,-137,9,56,9,21,2,0,2,30,14,6,-10,-23,-2,347,0,0,0,7,2,0,-2,-6,-46,0,76,0,-28,0,-1223,94,321,3,-7,-1254,545,53,0,0,0,0,0,0,0,-2,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
83,8391,20589,-34,8747,-18,3113,0,5991,-163,2135,16,1209,2856,118960,14,62,5309,22,21,1,-115,22,76,0,-127,92,-276,92,-15,43,-53,269,-63,-33,8,1,-51,-33,8,-87,-95,500,0,11,0,7,2,-1,1,2,43,6,764,-32,10,2190,0,0,0,11,0,0,-20,9,175,0,0,0,-63,0,1403,1293,-11,9,5,1279,638,62,0,0,93,0,0,0,-3,-6,-15,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,8151,20054,9,8061,-25,3211,0,5566,-3,2077,4,969,2756,113759,14,49,5272,63,4,1,-34,5,51,0,-104,28,-255,44,-14,9,13,246,-75,-1,4,0,-13,-26,-1,9,-132,359,0,5,0,3,1,0,0,0,24,2,669,-21,10,2180,0,0,0,6,-2,0,-4,6,202,0,-3,0,-36,0,1244,1255,-29,3,4,1289,609,34,0,0,89,0,0,1,-2,-6,-9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,8271,20159,-41,8352,0,3151,0,5700,-135,2089,16,1011,2775,115979,11,77,5292,12,16,0,-102,20,60,0,-82,38,-240,23,-10,41,-49,249,-49,-29,10,0,-18,-24,7,-90,-49,397,0,11,0,5,2,-1,0,2,38,5,773,-30,10,2138,0,0,0,9,0,0,-16,9,169,0,0,0,-47,0,1355,1263,-7,10,4,1186,657,57,0,0,89,0,0,0,-1,-4,-13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,-16,399,36,435,328,315,0,-41,122,-20,63,-9,-29,2239,350,5,342,84,-7,0,14,9,60,0,27,13,3,-38,12,3,41,93,107,16,238,16,-43,8,9,39,-74,15,15,97,16,23,3,3,2,6,2,3,40,1,-1,25,0,0,0,4,4,0,-5,-2,10,0,15,0,-13,0,-253,133,466,10,-2,52,527,79,0,0,2,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
87,8509,20693,-35,8453,33,3326,0,5717,-79,2110,14,888,2856,117040,11,82,5633,22,7,0,-98,19,56,0,-66,7,-24,190,-8,32,-31,257,-62,-20,11,0,-12,-20,3,-58,-39,356,0,7,0,4,1,-1,0,0,46,4,751,-24,11,2206,0,0,0,7,-1,0,-12,9,183,0,0,0,-49,0,1471,1278,-9,8,4,1417,686,33,0,0,90,0,0,0,-1,-4,-10,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,103,-259,44,352,333,452,0,-187,89,14,67,29,11,4867,363,2,814,94,-1,0,-28,32,37,0,557,-19,156,229,14,-7,44,92,101,9,240,16,-9,6,-1,90,-54,27,15,94,15,22,3,3,3,6,11,5,106,25,-2,48,0,0,0,6,4,0,-3,2,12,0,11,0,-6,0,342,85,494,7,-1,406,582,77,0,0,2,0,0,0,0,-2,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
89,1344,3235,37,1672,463,894,0,531,19,237,50,203,513,18791,228,32,1180,52,-6,0,149,21,35,0,-45,39,-25,26,5,3,93,103,46,8,154,10,10,2,-2,41,-51,-37,9,65,10,17,2,1,2,10,23,1,39,-12,1,391,0,0,0,5,2,0,-1,1,47,0,25,0,-24,0,48,258,303,0,-1,190,542,49,0,0,12,0,0,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90,579,482,186,401,-11,206,0,571,55,-64,-1,25,-18,-584,-15,39,267,30,-5,0,5,5,17,0,128,40,-70,204,1,8,-21,25,-11,9,-14,0,26,-11,-14,71,-81,44,0,4,0,-7,1,0,0,1,-19,1,-126,-24,0,51,0,0,0,-1,-1,0,-2,2,98,0,1,0,12,0,-115,79,-19,1,0,214,34,-26,0,0,0,0,0,1,2,0,99,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,8628,21211,-45,8581,29,3404,0,5686,-59,2131,2,958,2988,117723,22,44,5628,57,2,2,-16,10,48,0,-231,-9,-189,44,-4,20,-14,256,-69,-5,16,0,-53,-21,3,-6,-57,390,0,6,0,2,2,0,0,0,29,3,703,-12,11,2283,0,0,-1,8,-1,0,-9,8,176,0,-1,0,-62,0,1362,1314,-18,5,4,1275,672,34,0,0,92,0,0,0,-2,-4,-8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
